"topic","num_papers","pct"
"Calcium signaling and nucleotide metabolism",1,0
"Cancer Cells and Metastasis",1,0
"Cancer Treatment and Pharmacology",1,0
"Cancer therapeutics and mechanisms",1,0
"Cancer, Lipids, and Metabolism",1,0
"Cancer-related Molecular Pathways",1,0
"Cancer-related cognitive impairment studies",1,0
"Carcinogens and Genotoxicity Assessment",1,0
"Cardiovascular Conditions and Treatments",1,0
"Cardiovascular and Diving-Related Complications",1,0
"Caribbean history, culture, and politics",1,0
"Catalytic Cross-Coupling Reactions",1,0
"Categorization, perception, and language",1,0
"Caveolin-1 and cellular processes",1,0
"Cerebral Venous Sinus Thrombosis",1,0
"Cerebrovascular and genetic disorders",1,0
"Chalcogenide Semiconductor Thin Films",1,0
"Chaos-based Image/Signal Encryption",1,0
"Characterization and Applications of Magnetic Nanoparticles",1,0
"Chemical Synthesis and Analysis",1,0
"Chemical Thermodynamics and Molecular Structure",1,0
"Chemical and Environmental Engineering Research",1,0
"Chemistry Education and Research",1,0
"Chemotherapy-induced organ toxicity mitigation",1,0
"Child Abuse and Related Trauma",1,0
"Child Development and Digital Technology",1,0
"Child Nutrition and Feeding Issues",1,0
"Child and Adolescent Health",1,0
"Child and Animal Learning Development",1,0
"Children's Physical and Motor Development",1,0
"China's Global Influence and Migration",1,0
"Cholinesterase and Neurodegenerative Diseases",1,0
"Chromatin Remodeling and Cancer",1,0
"Chromium effects and bioremediation",1,0
"Circular RNAs in diseases",1,0
"Classical Antiquity Studies",1,0
"Classical Philosophy and Thought",1,0
"Climate Change Policy and Economics",1,0
"Climate Change, Adaptation, Migration",1,0
"Clinical Nutrition and Gastroenterology",1,0
"Cloud Data Security Solutions",1,0
"Coastal and Marine Dynamics",1,0
"Coastal wetland ecosystem dynamics",1,0
"Coconut Research and Applications",1,0
"Cognitive Computing and Networks",1,0
"Cognitive Radio Networks and Spectrum Sensing",1,0
"Cognitive Science and Mapping",1,0
"Cognitive and developmental aspects of mathematical skills",1,0
"Cold Fusion and Nuclear Reactions",1,0
"Collaboration in agile enterprises",1,0
"Colorectal Cancer Surgical Treatments",1,0
"Colorectal Cancer Treatments and Studies",1,0
"Combustion and Detonation Processes",1,0
"Comics and Graphic Narratives",1,0
"Computational and Text Analysis Methods",1,0
"Concrete Corrosion and Durability",1,0
"Conferences and Exhibitions Management",1,0
"Conflict, Peace, and Violence in Colombia",1,0
"Connexins and lens biology",1,0
"Conservation, Biodiversity, and Resource Management",1,0
"Consumer Behavior in Brand Consumption and Identification",1,0
"Consumer Perception and Purchasing Behavior",1,0
"Contemporary Sociological Theory and Practice",1,0
"Control Systems and Identification",1,0
"Control and Dynamics of Mobile Robots",1,0
"Coronary Artery Anomalies",1,0
"Corporate Taxation and Avoidance",1,0
"Corruption and Economic Development",1,0
"Counseling, Therapy, and Family Dynamics",1,0
"Crime, Deviance, and Social Control",1,0
"Criminal Law and Evidence",1,0
"Crystallography and Radiation Phenomena",1,0
"Crystallography and molecular interactions",1,0
"Culinary Culture and Tourism",1,0
"Cultural Identity and Heritage",1,0
"Cultural and Social Studies in Latin America",1,0
"Cyberloafing and Workplace Behavior",1,0
"Data-Driven Disease Surveillance",1,0
"Decision-Making and Behavioral Economics",1,0
"Demographic Trends and Gender Preferences",1,0
"Dental Health and Care Utilization",1,0
"Dental Radiography and Imaging",1,0
"Dental Research and COVID-19",1,0
"Dental Trauma and Treatments",1,0
"Dermatological and Skeletal Disorders",1,0
"Dermatological diseases and infestations",1,0
"Design Education and Practice",1,0
"Developmental Biology and Gene Regulation",1,0
"Diamond and Carbon-based Materials Research",1,0
"Diatoms and Algae Research",1,0
"Diet, Metabolism, and Disease",1,0
"Dietetics, Nutrition, and Education",1,0
"Digital Communication and Language",1,0
"Digital Education and Society",1,0
"Digital Games and Media",1,0
"Digital Imaging for Blood Diseases",1,0
"Digital Imaging in Medicine",1,0
"Digital Marketing and Social Media",1,0
"Digital and Cyber Forensics",1,0
"Disability Rights and Representation",1,0
"Disaster Response and Management",1,0
"Distributed and Parallel Computing Systems",1,0
"Diverse Aspects of Tourism Research",1,0
"Diverse Music Education Insights",1,0
"Drug Transport and Resistance Mechanisms",1,0
"E-Learning and Knowledge Management",1,0
"ECG Monitoring and Analysis",1,0
"Ear Surgery and Otitis Media",1,0
"Early Modern Women Writers",1,0
"Earth Systems and Cosmic Evolution",1,0
"Ecology and Conservation Studies",1,0
"Ecology and biodiversity studies",1,0
"Economic Growth and Productivity",1,0
"Economic and Financial Impacts of Cancer",1,0
"Economic and Technological Developments in Russia",1,0
"Economics of Agriculture and Food Markets",1,0
"Ecosystem dynamics and resilience",1,0
"Ectopic Pregnancy Diagnosis and Management",1,0
"Edible Oils Quality and Analysis",1,0
"Education Discipline and Inequality",1,0
"Education and Learning Interventions",1,0
"Education during COVID-19 pandemic",1,0
"Education, Safety, and Science Studies",1,0
"Education, sociology, and vocational training",1,0
"Educational Assessment and Pedagogy",1,0
"Educational Games and Gamification",1,0
"Educational Methods and Impacts",1,0
"Educational Strategies and Epistemologies",1,0
"Educational Systems and Policies",1,0
"Educational Theory and Curriculum Studies",1,0
"Educational and Social Studies",1,0
"Educator Training and Historical Pedagogy",1,0
"Effects and risks of endocrine disrupting chemicals",1,0
"Effects of Environmental Stressors on Livestock",1,0
"Elbow and Forearm Trauma Treatment",1,0
"Electric Power System Optimization",1,0
"Electrohydrodynamics and Fluid Dynamics",1,0
"Electromagnetic Scattering and Analysis",1,0
"Electron Spin Resonance Studies",1,0
"Electrospun Nanofibers in Biomedical Applications",1,0
"Electrowetting and Microfluidic Technologies",1,0
"Emergency and Acute Care Studies",1,0
"Emotion and Mood Recognition",1,0
"Emotional Intelligence and Performance",1,0
"Emotions and Moral Behavior",1,0
"Engineering Applied Research",1,0
"Engineering Education and Technology",1,0
"Engineering and Test Systems",1,0
"Entomopathogenic Microorganisms in Pest Control",1,0
"Environmental and Cultural Studies in Latin America and Beyond",1,0
"Enzyme Catalysis and Immobilization",1,0
"Enzyme Production and Characterization",1,0
"Enzyme Structure and Function",1,0
"Erythropoietin and Anemia Treatment",1,0
"Ethics and Legal Issues in Pediatric Healthcare",1,0
"Ethics in medical practice",1,0
"Ethics, Aesthetics, and Art",1,0
"Eurasian Exchange Networks",1,0
"European Criminal Justice and Data Protection",1,0
"European Union Policy and Governance",1,0
"European and International Contract Law",1,0
"European and Russian Geopolitical Military Strategies",1,0
"Evacuation and Crowd Dynamics",1,0
"Evaluation and Performance Assessment",1,0
"Evaluation of Teaching Practices",1,0
"Evasion and Academic Success Factors",1,0
"Evolution and Science Education",1,0
"Evolutionary Algorithms and Applications",1,0
"Evolutionary Psychology and Human Behavior",1,0
"Experimental and Theoretical Physics Studies",1,0
"Extracellular vesicles in disease",1,0
"Extraction and Separation Processes",1,0
"Face and Expression Recognition",1,0
"Facial Nerve Paralysis Treatment and Research",1,0
"Facial Rejuvenation and Surgery Techniques",1,0
"Families in Therapy and Culture",1,0
"Family Dynamics and Relationships",1,0
"Family Support in Illness",1,0
"Fatigue and fracture mechanics",1,0
"Fatty Acid Research and Health",1,0
"Fault Detection and Control Systems",1,0
"Female Genital Mutilation/Cutting Issues",1,0
"Feminism, Gender, and Social Issues",1,0
"Feminist Epistemology and Gender Studies",1,0
"Fibroblast Growth Factor Research",1,0
"Financial Markets and Investment Strategies",1,0
"Financial Reporting and Valuation Research",1,0
"Financial Risk and Volatility Modeling",1,0
"Fire Detection and Safety Systems",1,0
"Fish biology, ecology, and behavior",1,0
"Flannery O'Connor and Thomas Merton",1,0
"Focus Groups and Qualitative Methods",1,0
"Food Chemistry and Fat Analysis",1,0
"Food Safety and Hygiene",1,0
"Food composition and properties",1,0
"Force Microscopy Techniques and Applications",1,0
"Foreign Body Medical Cases",1,0
"Forensic Anthropology and Bioarchaeology Studies",1,0
"Forest ecology and management",1,0
"Fractional Differential Equations Solutions",1,0
"Fungal and yeast genetics research",1,0
"GDF15 and Related Biomarkers",1,0
"GNSS positioning and interference",1,0
"Gait Recognition and Analysis",1,0
"Galectins and Cancer Biology",1,0
"Game Theory and Voting Systems",1,0
"Gastrointestinal Bleeding Diagnosis and Treatment",1,0
"Gastrointestinal Tumor Research and Treatment",1,0
"Gastrointestinal disorders and treatments",1,0
"Gender Studies in Language",1,0
"Generational Differences and Trends",1,0
"Genetic factors in colorectal cancer",1,0
"Genetically Modified Organisms Research",1,0
"Genital Health and Disease",1,0
"Genomic variations and chromosomal abnormalities",1,0
"Genomics and Chromatin Dynamics",1,0
"Geography and Environmental Studies",1,0
"Geological Formations and Processes Exploration",1,0
"Geological and Geophysical Studies",1,0
"Geometric Analysis and Curvature Flows",1,0
"Geotechnical Engineering and Soil Stabilization",1,0
"Geotechnical Engineering and Underground Structures",1,0
"Geotechnical and Geomechanical Engineering",1,0
"Gestational Diabetes Research and Management",1,0
"Ginger and Zingiberaceae research",1,0
"Global Healthcare and Medical Tourism",1,0
"Glutathione Transferases and Polymorphisms",1,0
"Glycosylation and Glycoproteins Research",1,0
"Granular flow and fluidized beds",1,0
"Graph theory and applications",1,0
"Graphene research and applications",1,0
"Green IT and Sustainability",1,0
"Groundwater and Watershed Analysis",1,0
"Grouting, Rheology, and Soil Mechanics",1,0
"HER2/EGFR in Cancer Research",1,0
"HIV/AIDS drug development and treatment",1,0
"Hallucinations in medical conditions",1,0
"Handwritten Text Recognition Techniques",1,0
"Head and Neck Anomalies",1,0
"Health Promotion and Cardiovascular Prevention",1,0
"Health and Medical Studies",1,0
"Health, Education, and Aging",1,0
"Health, Medicine and Society",1,0
"Healthcare Operations and Scheduling Optimization",1,0
"Healthcare Systems and Reforms",1,0
"Healthcare Technology and Patient Monitoring",1,0
"Healthcare and Venom Research",1,0
"Healthcare cost, quality, practices",1,0
"Healthcare during COVID-19 Pandemic",1,0
"Heat Transfer Mechanisms",1,0
"Heat Transfer and Boiling Studies",1,0
"Heat Transfer and Optimization",1,0
"Hedgehog Signaling Pathway Studies",1,0
"Heme Oxygenase-1 and Carbon Monoxide",1,0
"Hemispheric Asymmetry in Neuroscience",1,0
"Hepatitis C virus research",1,0
"Hereditary Neurological Disorders",1,0
"High-Temperature Coating Behaviors",1,0
"Higher Education Governance and Development",1,0
"Histiocytic Disorders and Treatments",1,0
"Histone Deacetylase Inhibitors Research",1,0
"Historical Astronomy and Related Studies",1,0
"Historical Geography and Cartography",1,0
"Historical Medical Research and Treatments",1,0
"Historical Studies in Central America",1,0
"Historical Studies on Reproduction, Gender, Health, and Societal Changes",1,0
"Historical and Architectural Studies",1,0
"History and advancements in chemistry",1,0
"History of Computing Technologies",1,0
"History of Medicine Studies",1,0
"History of Science and Medicine",1,0
"Homotopy and Cohomology in Algebraic Topology",1,0
"Hong Kong and Taiwan Politics",1,0
"Hormonal and reproductive studies",1,0
"Horticultural and Viticultural Research",1,0
"Hospital Admissions and Outcomes",1,0
"Housing Market and Economics",1,0
"Housing, Finance, and Neoliberalism",1,0
"Human Mobility and Location-Based Analysis",1,0
"Human Pose and Action Recognition",1,0
"Human Resource and Talent Management",1,0
"Human-Automation Interaction and Safety",1,0
"Hybrid Renewable Energy Systems",1,0
"Hydraulic Fracturing and Reservoir Analysis",1,0
"Hydrogels: synthesis, properties, applications",1,0
"Hydrology and Drought Analysis",1,0
"Hydrology and Sediment Transport Processes",1,0
"Hyperglycemia and glycemic control in critically ill and hospitalized patients",1,0
"ICT in Developing Communities",1,0
"IL-33, ST2, and ILC Pathways",1,0
"Identification and Quantification in Food",1,0
"Image Enhancement Techniques",1,0
"Image Retrieval and Classification Techniques",1,0
"Immune Cell Function and Interaction",1,0
"Immune Response and Inflammation",1,0
"Immune cells in cancer",1,0
"Impact of AI and Big Data on Business and Society",1,0
"Indoor Air Quality and Microbial Exposure",1,0
"Industrial Automation and Control Systems",1,0
"Industrial Gas Emission Control",1,0
"Inertial Sensor and Navigation",1,0
"Infections and bacterial resistance",1,0
"Infectious Aortic and Vascular Conditions",1,0
"Infectious Diseases and Mycology",1,0
"Inflammatory Biomarkers in Disease Prognosis",1,0
"Information Architecture and Usability",1,0
"Infrared Thermography in Medicine",1,0
"Injury Epidemiology and Prevention",1,0
"Innovation Diffusion and Forecasting",1,0
"Innovations in Educational Methods",1,0
"Innovative Educational Techniques",1,0
"Innovative Microfluidic and Catalytic Techniques Innovation",1,0
"Insect Pheromone Research and Control",1,0
"Integrated Circuits and Semiconductor Failure Analysis",1,0
"Integrated Energy Systems Optimization",1,0
"Interconnection Networks and Systems",1,0
"Intermetallics and Advanced Alloy Properties",1,0
"International Arbitration and Investment Law",1,0
"International Law and Human Rights",1,0
"International Maritime Law Issues",1,0
"International Relations and Foreign Policy",1,0
"International Relations in Latin America",1,0
"International Science and Diplomacy",1,0
"Internet of Things and AI",1,0
"Interprofessional Education and Collaboration",1,0
"Intestinal Malrotation and Obstruction Disorders",1,0
"IoT and Edge/Fog Computing",1,0
"IoT-based Smart Home Systems",1,0
"Ion Channels and Receptors",1,0
"Ion Transport and Channel Regulation",1,0
"Ion-surface interactions and analysis",1,0
"Irish and British Studies",1,0
"Iron-based superconductors research",1,0
"Islamic Studies and History",1,0
"Iterative Learning Control Systems",1,0
"Judicial and Constitutional Studies",1,0
"Knowledge Management and Sharing",1,0
"Laser Applications in Dentistry and Medicine",1,0
"Latin American Urban Studies",1,0
"Latin American history and culture",1,0
"Lattice Boltzmann Simulation Studies",1,0
"Law in Society and Culture",1,0
"Law, AI, and Intellectual Property",1,0
"Law, Economics, and Judicial Systems",1,0
"Legionella and Acanthamoeba research",1,0
"Library Science and Information Literacy",1,0
"Lichen and fungal ecology",1,0
"Light effects on plants",1,0
"Linguistic Variation and Morphology",1,0
"Listeria monocytogenes in Food Safety",1,0
"Local Governance and Development",1,0
"Logic, Reasoning, and Knowledge",1,0
"Logic, programming, and type systems",1,0
"Logistics and Infrastructure Analysis",1,0
"Lysosomal Storage Disorders Research",1,0
"Machine Learning and ELM",1,0
"Magnetic confinement fusion research",1,0
"Magnetic properties of thin films",1,0
"Management and Marketing Education",1,0
"Manufacturing Process and Optimization",1,0
"Marine Bivalve and Aquaculture Studies",1,0
"Marine Invertebrate Physiology and Ecology",1,0
"Marine and fisheries research",1,0
"Maritime and Coastal Archaeology",1,0
"Marriage and Sexual Relationships",1,0
"Masonry and Concrete Structural Analysis",1,0
"Material Dynamics and Properties",1,0
"Mathematical Dynamics and Fractals",1,0
"Mathematical and Theoretical Epidemiology and Ecology Models",1,0
"Meat and Animal Product Quality",1,0
"Media, Gender, and Advertising",1,0
"Medical Image Segmentation Techniques",1,0
"Medical Imaging and Pathology Studies",1,0
"Medical and Agricultural Research Studies",1,0
"Medical and Biological Sciences",1,0
"Medicine and Dermatology Studies History",1,0
"Medieval Literature and History",1,0
"Medieval Philosophy and Theology",1,0
"Medieval and Early Modern Justice",1,0
"Memory, Trauma, and Commemoration",1,0
"Menstrual Health and Disorders",1,0
"Mental Health and Patient Involvement",1,0
"Mental Health and Psychiatry",1,0
"Mentoring and Academic Development",1,0
"Merger and Competition Analysis",1,0
"Mesenchymal stem cell research",1,0
"Metaheuristic Optimization Algorithms Research",1,0
"Metal and Thin Film Mechanics",1,0
"Metal-Catalyzed Oxygenation Mechanisms",1,0
"Metallurgical Processes and Thermodynamics",1,0
"Metallurgy and Material Forming",1,0
"Metamaterials and Metasurfaces Applications",1,0
"Microbial Applications in Construction Materials",1,0
"Microbial Metabolic Engineering and Bioproduction",1,0
"Microbial Natural Products and Biosynthesis",1,0
"Microbial bioremediation and biosurfactants",1,0
"Microfluidic and Bio-sensing Technologies",1,0
"Microtubule and mitosis dynamics",1,0
"Middle East Politics and Society",1,0
"Migration, Ethnicity, and Economy",1,0
"Mineral Processing and Grinding",1,0
"Mobile Learning in Education",1,0
"Modular Robots and Swarm Intelligence",1,0
"Molecular Sensors and Ion Detection",1,0
"Molecular spectroscopy and chirality",1,0
"Mormonism, Religion, and History",1,0
"Motor Control and Adaptation",1,0
"Multi-Agent Systems and Negotiation",1,0
"Multicomponent Synthesis of Heterocycles",1,0
"Municipal Solid Waste Management",1,0
"Muscle and Compartmental Disorders",1,0
"Muscle metabolism and nutrition",1,0
"Musculoskeletal Disorders and Rehabilitation",1,0
"Myasthenia Gravis and Thymoma",1,0
"Myxozoan Parasites in Aquatic Species",1,0
"Names, Identity, and Discrimination Research",1,0
"Nanofabrication and Lithography Techniques",1,0
"Nanomaterials for catalytic reactions",1,0
"Nanoparticles: synthesis and applications",1,0
"Narrative Theory and Analysis",1,0
"Natural Products and Biological Research",1,0
"Natural Resources and Economic Development",1,0
"Natural product bioactivities and synthesis",1,0
"Nausea and vomiting management",1,0
"Navier-Stokes equation solutions",1,0
"Neuroblastoma Research and Treatments",1,0
"Neurological Disorders and Treatments",1,0
"Neurological and metabolic disorders",1,0
"Neuropeptides and Animal Physiology",1,0
"Neurotransmitter Receptor Influence on Behavior",1,0
"Neutropenia and Cancer Infections",1,0
"Noise Effects and Management",1,0
"Nonlinear Optical Materials Research",1,0
"Nonlinear Optical Materials Studies",1,0
"Nonprofit Sector and Volunteering",1,0
"Nosocomial Infections in ICU",1,0
"Nostalgia and Consumer Behavior",1,0
"Nuclear Issues and Defense",1,0
"Nuclear Physics and Applications",1,0
"Nuclear and radioactivity studies",1,0
"Nuclear reactor physics and engineering",1,0
"Nursing Diagnosis and Documentation",1,0
"Obesity and Health Practices",1,0
"Obesity, Physical Activity, Diet",1,0
"Obsessive-Compulsive Spectrum Disorders",1,0
"Occupational Health and Safety Research",1,0
"Occupational Health and Safety in Workplaces",1,0
"Ocean Waves and Remote Sensing",1,0
"Ocular Infections and Treatments",1,0
"Olfactory and Sensory Function Studies",1,0
"Open Education and E-Learning",1,0
"Ophthalmology and Eye Disorders",1,0
"Ophthalmology and Visual Health Research",1,0
"Optical Network Technologies",1,0
"Optical properties and cooling technologies in crystalline materials",1,0
"Optimization and Mathematical Programming",1,0
"Optimization and Packing Problems",1,0
"Organizational Learning and Leadership",1,0
"Origins and Evolution of Life",1,0
"Orthopedic Infections and Treatments",1,0
"Otolaryngology and Infectious Diseases",1,0
"Outsourcing and Supply Chain Management",1,0
"Paleopathology and ancient diseases",1,0
"Pancreatitis Pathology and Treatment",1,0
"Paraquat toxicity studies and treatments",1,0
"Parasite Biology and Host Interactions",1,0
"Participatory Visual Research Methods",1,0
"Pasture and Agricultural Systems",1,0
"Pediatric Pain Management Techniques",1,0
"Pediatric health and respiratory diseases",1,0
"Pelvic and Acetabular Injuries",1,0
"Periodontal Regeneration and Treatments",1,0
"Peripheral Neuropathies and Disorders",1,0
"Persona Design and Applications",1,0
"Personal Information Management and User Behavior",1,0
"Personality Traits and Psychology",1,0
"Pesticide Exposure and Toxicity",1,0
"Pesticide and Herbicide Environmental Studies",1,0
"Pharmaceutical industry and healthcare",1,0
"Pharmacological Effects and Toxicity Studies",1,0
"Pharmacy and Medical Practices",1,0
"Phase Change Materials Research",1,0
"Philosophical Ethics and Theory",1,0
"Philosophy, Ethics, and Existentialism",1,0
"Philosophy, History, and Historiography",1,0
"Phosphorus and nutrient management",1,0
"Photonic Crystals and Applications",1,0
"Physiological and biochemical adaptations",1,0
"Phytochemicals and Medicinal Plants",1,0
"Piperaceae Chemical and Biological Studies",1,0
"Planarian Biology and Electrostimulation",1,0
"Plant Ecology and Taxonomy Studies",1,0
"Plant Micronutrient Interactions and Effects",1,0
"Plant Stress Responses and Tolerance",1,0
"Plant Surface Properties and Treatments",1,0
"Plant and Biological Electrophysiology Studies",1,0
"Plasma and Flow Control in Aerodynamics",1,0
"Pleural and Pulmonary Diseases",1,0
"Pneumocystis jirovecii pneumonia detection and treatment",1,0
"Polar Research and Ecology",1,0
"Political Economy and Marxism",1,0
"Political Systems and Governance",1,0
"Political Theology and Sovereignty",1,0
"Political and Economic history of UK and US",1,0
"Political and Social Dynamics in Chile and Latin America",1,0
"Politics and Conflicts in Afghanistan, Pakistan, and Middle East",1,0
"Polyamine Metabolism and Applications",1,0
"Polymer composites and self-healing",1,0
"Postharvest Quality and Shelf Life Management",1,0
"Potassium and Related Disorders",1,0
"Potato Plant Research",1,0
"Power Quality and Harmonics",1,0
"Power Transformer Diagnostics and Insulation",1,0
"Poxvirus research and outbreaks",1,0
"Prenatal Screening and Diagnostics",1,0
"Primary Care and Health Outcomes",1,0
"Prion Diseases and Protein Misfolding",1,0
"Probiotics and Fermented Foods",1,0
"Process Optimization and Integration",1,0
"Product Development and Customization",1,0
"Protein Hydrolysis and Bioactive Peptides",1,0
"Protein Kinase Regulation and GTPase Signaling",1,0
"Psychiatric care and mental health services",1,0
"Psychometric Methodologies and Testing",1,0
"Public Health and Social Inequalities",1,0
"Publishing and Scholarly Communication",1,0
"Pulsed Power Technology Applications",1,0
"Quality and Supply Management",1,0
"Quantum Chromodynamics and Particle Interactions",1,0
"Quantum Electrodynamics and Casimir Effect",1,0
"Quantum Mechanics and Non-Hermitian Physics",1,0
"Quantum chaos and dynamical systems",1,0
"RFID technology advancements",1,0
"RNA Interference and Gene Delivery",1,0
"RNA regulation and disease",1,0
"Rabbits: Nutrition, Reproduction, Health",1,0
"Radiation Effects in Electronics",1,0
"Radio, Podcasts, and Digital Media",1,0
"Recommender Systems and Techniques",1,0
"Recycled Aggregate Concrete Performance",1,0
"Regional Development and Environment",1,0
"Relativity and Gravitational Theory",1,0
"Reliability and Maintenance Optimization",1,0
"Religion and Society Interactions",1,0
"Religion, Ecology, and Ethics",1,0
"Religion, Society, and Development",1,0
"Renaissance and Early Modern Studies",1,0
"Renal function and acid-base balance",1,0
"Reproductive Biology and Fertility",1,0
"Research in Cotton Cultivation",1,0
"Reservoir Engineering and Simulation Methods",1,0
"Retinoids in leukemia and cellular processes",1,0
"Retinopathy of Prematurity Studies",1,0
"Rings, Modules, and Algebras",1,0
"Risk Management in Financial Firms",1,0
"Risk Perception and Management",1,0
"Risk and Safety Analysis",1,0
"Robotic Process Automation Applications",1,0
"Ruminant Nutrition and Digestive Physiology",1,0
"Saffron Plant Research Studies",1,0
"Salivary Gland Disorders and Functions",1,0
"Satellite Communication Systems",1,0
"Satellite Image Processing and Photogrammetry",1,0
"Scheduling and Optimization Algorithms",1,0
"Scheduling and Timetabling Solutions",1,0
"Schizophrenia research and treatment",1,0
"School Choice and Performance",1,0
"School Health and Nursing Education",1,0
"Science Education and Perceptions",1,0
"Science and Climate Studies",1,0
"Scientific Measurement and Uncertainty Evaluation",1,0
"Scientific Research and Philosophical Inquiry",1,0
"Security and Verification in Computing",1,0
"Seismology and Earthquake Studies",1,0
"Semantic Web and Ontologies",1,0
"Semiconductor materials and devices",1,0
"Sexual Differentiation and Disorders",1,0
"Silicon Effects in Agriculture",1,0
"Slime Mold and Myxomycetes Research",1,0
"Smart Cities and Technologies",1,0
"Smart Materials for Construction",1,0
"Social and Cultural Dynamics",1,0
"Social and Political Issues",1,0
"Sociopolitical Dynamics in Russia",1,0
"Soft tissue tumor case studies",1,0
"Soil Geostatistics and Mapping",1,0
"Soil Mechanics and Vehicle Dynamics",1,0
"Soil and Environmental Studies",1,0
"Soil and Water Nutrient Dynamics",1,0
"Solar Radiation and Photovoltaics",1,0
"Solid-state spectroscopy and crystallography",1,0
"South African History and Culture",1,0
"South Asian Cinema and Culture",1,0
"Soviet and Russian History",1,0
"Soybean genetics and cultivation",1,0
"Space Exploration and Technology",1,0
"Space exploration and regulation",1,0
"Spaceflight effects on biology",1,0
"Speech Recognition and Synthesis",1,0
"Speech and Audio Processing",1,0
"Spinal Cord Injury Research",1,0
"Spinal Fractures and Fixation Techniques",1,0
"Sport Psychology and Performance",1,0
"Sport and Mega-Event Impacts",1,0
"Sports Analytics and Performance",1,0
"Sports Dynamics and Biomechanics",1,0
"Stability and Controllability of Differential Equations",1,0
"Statistical Distribution Estimation and Applications",1,0
"Statistics Education and Methodologies",1,0
"Steroid Chemistry and Biochemistry",1,0
"Strategic Planning and Analysis",1,0
"Structural Analysis and Optimization",1,0
"Studies on Chitinases and Chitosanases",1,0
"Study and Philosophy of Religion",1,0
"Stuttering Research and Treatment",1,0
"Subtitles and Audiovisual Media",1,0
"Supercapacitor Materials and Fabrication",1,0
"Superconducting Materials and Applications",1,0
"Surface Modification and Superhydrophobicity",1,0
"Surface and Thin Film Phenomena",1,0
"Surgical Sutures and Adhesives",1,0
"Sustainability and Ecological Systems Analysis",1,0
"Sustainable Agricultural Systems Analysis",1,0
"Sustainable Development and Environmental Policy",1,0
"Sustainable Supply Chain Management",1,0
"Sympathectomy and Hyperhidrosis Treatments",1,0
"Syntax, Semantics, Linguistic Variation",1,0
"Synthesis and Biological Evaluation",1,0
"Synthesis and Characterization of Heterocyclic Compounds",1,0
"Synthesis and biological activity",1,0
"Synthesis and characterization of novel inorganic/organometallic compounds",1,0
"Synthesis of Indole Derivatives",1,0
"Syphilis Diagnosis and Treatment",1,0
"T-cell and B-cell Immunology",1,0
"T-cell and Retrovirus Studies",1,0
"TGF-β signaling in diseases",1,0
"Tailings Management and Properties",1,0
"Teaching and Learning Programming",1,0
"Technology Assessment and Management",1,0
"Technology Use by Older Adults",1,0
"Technology and Human Factors in Education and Health",1,0
"Technology-Enhanced Education Studies",1,0
"Temporomandibular Joint Disorders",1,0
"Testicular diseases and treatments",1,0
"Text Readability and Simplification",1,0
"Text and Document Classification Technologies",1,0
"Theatre and Performance Studies",1,0
"Theoretical and Computational Physics",1,0
"Thermal Regulation in Medicine",1,0
"Thermal and Kinetic Analysis",1,0
"Thermal properties of materials",1,0
"Thin-Film Transistor Technologies",1,0
"Thyroid and Parathyroid Surgery",1,0
"Toxic Organic Pollutants Impact",1,0
"Traffic control and management",1,0
"Translation Studies and Practices",1,0
"Traumatic Ocular and Foreign Body Injuries",1,0
"Travel Writing and Literature",1,0
"Trypanosoma species research and implications",1,0
"Tryptophan and brain disorders",1,0
"Tumors and Oncological Cases",1,0
"Ubiquitin and proteasome pathways",1,0
"Ukrainian Cultural and Linguistic Studies",1,0
"Ultrasound Imaging and Elastography",1,0
"University Challenges and Reforms",1,0
"Urban Planning and Governance",1,0
"Urban and Freight Transport Logistics",1,0
"Ureteral procedures and complications",1,0
"User Authentication and Security Systems",1,0
"VLSI and Analog Circuit Testing",1,0
"Vascular anomalies and interventions",1,0
"Vasculitis and related conditions",1,0
"Vector-Borne Animal Diseases",1,0
"Vehicle Dynamics and Control Systems",1,0
"Vibrio bacteria research studies",1,0
"Viral Infectious Diseases and Gene Expression in Insects",1,0
"Virology and Viral Diseases",1,0
"Visual Attention and Saliency Detection",1,0
"Vitamin C and Antioxidants Research",1,0
"Voice and Speech Disorders",1,0
"War, Ethics, and Justification",1,0
"Water Quality and Pollution Assessment",1,0
"Water management and technologies",1,0
"Weber, Simmel, Sociological Theory",1,0
"Weed Control and Herbicide Applications",1,0
"Wikis in Education and Collaboration",1,0
"Wildlife Conservation and Criminology Analyses",1,0
"Wildlife-Road Interactions and Conservation",1,0
"Wind and Air Flow Studies",1,0
"Wittgensteinian philosophy and applications",1,0
"Wnt/β-catenin signaling in development and cancer",1,0
"Workplace Health and Well-being",1,0
"X-ray Diffraction in Crystallography",1,0
"X-ray Spectroscopy and Fluorescence Analysis",1,0
"Youth Education and Societal Dynamics",1,0
"biodegradable polymer synthesis and properties",1,0
"demographic modeling and climate adaptation",1,0
"vaccines and immunoinformatics approaches",1,0
